% group, behavior, feature, sample size, z-score
npf>chrimson, Turn, darea, 100753,   0.736
npf/+, Chain_hadar, du_tail, 1241,   0.735
chrimson/+, not Stop, dv_tail, 36019,   0.735
npf>chrimson, not Stop, ddcenter, 34301,   0.735
npf>chrimson, not Chase_hadar, dnose2ell_angle_min30to30, 10224,   0.733
chrimson/+, not Grooming, x_mm, 56730,   0.731
npf/+, all frames, x_mm, 56544,   0.731
npf/+, not Touch, decc, 17512,    0.73
npf>chrimson, Stop, a_mm, 34371,   0.728
npf>chrimson, Walk, absdtheta, 27454,   0.727
npf/+, Jump, y_mm, 1293,   0.725
npf/+, Long_Distance_Approach, closestfly_nose2ell_angle_min20to20, 14222,   0.724
chrimson/+, not Grooming, flipdv_cor, 56730,   0.724
npf/+, Short_distance_Approach, absdv_cor, 2685,   0.723
chrimson/+, not Stop, du_ctr, 36019,   0.722
npf/+, not Grooming, corfrac_maj, 50165,   0.721
chrimson/+, Walk, corfrac_maj, 26728,    0.72
npf>chrimson, not Chase_hadar, dnose2ell_angle_min20to20, 10224,   0.719
chrimson/+, Touch, magveldiff_nose2ell, 16778,   0.717
chrimson/+, not Turn, veltoward_anglesub, 115629,   0.717
npf/+, Touch, veltoward_nose2ell, 17592,   0.716
npf/+, Jump, arena_angle, 1293,   0.716
chrimson/+, not Grooming, dist2wall, 56730,   0.715
chrimson/+, not Grooming, arena_r, 56730,   0.715
chrimson/+, Turn, dangle2wall, 115709,   0.713
npf>chrimson, not Grooming, a_mm, 47321,   0.713
npf/+, all frames, b_mm, 56544,   0.712
chrimson/+, not Stop, dnose2ell_angle_30tomin30, 36019,   0.711
chrimson/+, not Song, yaw, 394,    0.71
npf/+, not Long_Distance_Approach, phi, 14142,    0.71
npf>chrimson, Touch, db, 16341,   0.707
npf>chrimson, Stop, da, 34371,   0.707
npf/+, all frames, velmag_nose, 56544,   0.707
npf>chrimson, all frames, corfrac_maj, 54838,   0.706
npf/+, Turn, dnose2ell_angle_min30to30, 127105,   0.705
npf>chrimson, Chain_hadar, absdv_cor, 1125,   0.704
chrimson/+, not Turn, velmag_ctr, 115629,   0.704
npf/+, all frames, darea, 56544,   0.703
chrimson/+, not Social_Clustering, dcenter, 7423,   0.702
npf>chrimson, Short_distance_Approach, dt, 2579,   0.702
chrimson/+, Touch, ddist2wall, 16778,     0.7
npf/+, Short_distance_Approach, db, 2685,     0.7
npf/+, Chain_hadar, velmag_tail, 1241,     0.7
chrimson/+, Touch, area, 16778,   0.699
npf/+, not Walk, ddist2wall, 28232,   0.698
npf/+, all frames, ddist2wall, 56544,   0.697
npf/+, not Grooming, signdtheta, 50165,   0.696
npf>chrimson, not Song, db, 303,   0.695
chrimson/+, not Social_Clustering, dell2nose, 7423,   0.695
npf/+, not Walk, du_cor, 28232,   0.695
npf>chrimson, Jump, y_mm, 956,   0.694
npf>chrimson, all frames, dist2wall, 54838,   0.694
npf>chrimson, all frames, arena_r, 54838,   0.694
npf/+, not Social_Clustering, angleonclosestfly, 4627,   0.693
chrimson/+, Touch, darea, 16778,   0.693
chrimson/+, all frames, corfrac_maj, 53376,   0.692
npf/+, not Social_Clustering, b_mm, 4627,   0.692
npf/+, Stop, dnose2ell_angle_min20to20, 35151,   0.692
npf/+, Touch, du_ctr, 17592,   0.692
npf/+, Turn, du_ctr, 127105,   0.691
chrimson/+, Short_distance_Approach, dv_ctr, 2083,    0.69
npf/+, Touch, velmag_ctr, 17592,    0.69
chrimson/+, not Walk, a_mm, 26648,   0.688
chrimson/+, not Walk, db, 26648,   0.686
chrimson/+, not Turn, du_cor, 115629,   0.686
npf/+, all frames, closestfly_nose2ell_angle_min30to30, 56544,   0.686
npf>chrimson, not Touch, velmag, 16271,   0.685
npf/+, Chain_hadar, ddist2wall, 1241,   0.684
npf>chrimson, not Stop, closestfly_nose2ell_angle_min20to20, 34301,   0.684
chrimson/+, not Social_Clustering, dnose2tail, 7423,   0.684
npf>chrimson, all frames, x, 54838,   0.683
npf/+, Stop, dnose2ell_angle_min30to30, 35151,   0.682
chrimson/+, not Walk, b_mm, 26648,    0.68
chrimson/+, Long_Distance_Approach, dv_ctr, 9843,    0.68
npf/+, all frames, db, 56544,   0.679
chrimson/+, not Social_Clustering, dnose2ell, 7423,   0.679
chrimson/+, Short_distance_Approach, anglefrom1to2_nose2ell, 2083,   0.679
chrimson/+, not Song, absdtheta, 394,   0.679
npf/+, Chain_hadar, dv_tail, 1241,   0.678
npf/+, Chain_hadar, du_ctr, 1241,   0.677
npf>chrimson, Short_distance_Approach, signdtheta, 2579,   0.676
chrimson/+, not Song, dphi, 394,   0.676
chrimson/+, Stop, decc, 36099,   0.676
chrimson/+, not Walk, area, 26648,   0.676
npf>chrimson, Touch, da, 16341,   0.675
npf/+, Chain_hadar, veltoward_nose2ell, 1241,   0.675
chrimson/+, Long_Distance_Approach, ynose_mm, 9843,   0.675
chrimson/+, not Short_distance_Approach, flipdv_cor, 2003,   0.674
npf/+, not Grooming, dt, 50165,   0.674
npf>chrimson, not Chain_hadar, area, 1055,   0.674
npf/+, Touch, absdv_cor, 17592,   0.672
npf>chrimson, Touch, b_mm, 16341,   0.672
npf/+, Short_distance_Approach, arena_r, 2685,   0.672
npf/+, Short_distance_Approach, dist2wall, 2685,   0.672
npf>chrimson, not Social_Clustering, darea, 5862,   0.672
npf/+, Turn, dnose2ell_angle_min20to20, 127105,   0.672
npf>chrimson, Stop, phi, 34371,   0.672
npf/+, all frames, flipdv_cor, 56544,   0.671
chrimson/+, not Turn, velmag_nose, 115629,   0.669
npf>chrimson, not Chase_hadar, ddcenter, 10224,   0.669
chrimson/+, not Turn, velmag_tail, 115629,   0.668
npf/+, not Touch, dphi, 17512,   0.667
npf>chrimson, all frames, closestfly_anglesub, 54838,   0.666
npf/+, Turn, du_tail, 127105,   0.666
npf/+, Touch, dt, 17592,   0.665
npf>chrimson, not Stop, magveldiff_nose2ell, 34301,   0.665
chrimson/+, not Chain_hadar, magveldiff_nose2ell, 1211,   0.665
chrimson/+, not Walk, corfrac_maj, 26648,   0.665
chrimson/+, not Grooming, area, 56730,   0.664
npf>chrimson, Long_Distance_Approach, dv_ctr, 10524,   0.663
npf/+, not Turn, area, 127025,   0.663
chrimson/+, Long_Distance_Approach, y_mm, 9843,   0.662
npf/+, all frames, da, 56544,   0.661
chrimson/+, Short_distance_Approach, du_tail, 2083,   0.659
npf/+, all frames, absdv_cor, 56544,   0.658
npf/+, not Grooming, x, 50165,   0.657
chrimson/+, not Walk, decc, 26648,   0.656
chrimson/+, not Grooming, da, 56730,   0.656
chrimson/+, Short_distance_Approach, a, 2083,   0.656
npf/+, not Social_Clustering, dv_cor, 4627,   0.655
chrimson/+, not Touch, signdtheta, 16698,   0.654
npf/+, Chain_hadar, velmag_ctr, 1241,   0.652
chrimson/+, not Touch, dnose2ell_angle_min20to20, 16698,   0.651
chrimson/+, Stop, darea, 36099,    0.65
npf/+, not Stop, corfrac_min, 35071,   0.648
npf/+, Touch, absanglefrom1to2_nose2ell, 17592,   0.647
chrimson/+, not Turn, velmag, 115629,   0.647
npf>chrimson, Turn, absdtheta, 100753,   0.647
npf>chrimson, Long_Distance_Approach, dnose2ell_angle_30tomin30, 10524,   0.646
npf/+, Stop, phisideways, 35151,   0.644
chrimson/+, not Touch, dnose2ell_angle_min30to30, 16698,   0.644
npf>chrimson, not Social_Clustering, absthetadiff_anglesub, 5862,   0.643
npf/+, all frames, closestfly_nose2ell_angle_min20to20, 56544,   0.643
chrimson/+, Short_distance_Approach, magveldiff_nose2ell, 2083,   0.642
chrimson/+, not Touch, velmag, 16698,   0.642
npf/+, Long_Distance_Approach, arena_angle, 14222,   0.641
chrimson/+, not Chain_hadar, a_mm, 1211,   0.641
chrimson/+, not Turn, dv_ctr, 115629,   0.638
npf>chrimson, Long_Distance_Approach, arena_angle, 10524,   0.635
chrimson/+, Short_distance_Approach, dv_cor, 2083,   0.635
chrimson/+, Long_Distance_Approach, b_mm, 9843,   0.634
chrimson/+, Stop, area, 36099,   0.633
chrimson/+, not Touch, dv_ctr, 16698,   0.632
npf/+, Turn, velmag, 127105,   0.632
npf/+, Long_Distance_Approach, area, 14222,    0.63
npf>chrimson, not Long_Distance_Approach, phi, 10454,   0.626
npf>chrimson, Long_Distance_Approach, du_tail, 10524,   0.626
chrimson/+, not Stop, du_tail, 36019,   0.623
npf/+, not Walk, veltoward_anglesub, 28232,   0.622
npf>chrimson, Stop, dangle2wall, 34371,   0.621
chrimson/+, all frames, nflies_close, 53376,   0.621
chrimson/+, Long_Distance_Approach, velmag_ctr, 9843,    0.62
npf>chrimson, not Turn, a, 100683,    0.62
npf>chrimson, not Touch, du_cor, 16271,   0.619
chrimson/+, not Social_Clustering, area, 7423,   0.619
npf/+, Long_Distance_Approach, absthetadiff_anglesub, 14222,   0.619
npf/+, Chain_hadar, da, 1241,   0.618
npf>chrimson, Walk, du_cor, 27454,   0.615
chrimson/+, not Turn, a, 115629,   0.615
npf>chrimson, all frames, angle2wall, 54838,   0.614
chrimson/+, Short_distance_Approach, du_ctr, 2083,   0.614
chrimson/+, Walk, absdtheta, 26728,   0.614
chrimson/+, not Chase_hadar, dt, 13719,   0.613
npf>chrimson, Short_distance_Approach, absdtheta, 2579,   0.612
npf>chrimson, not Grooming, ddist2wall, 47321,   0.612
npf/+, not Turn, dt, 127025,   0.611
chrimson/+, Social_Clustering, dt, 7503,   0.611
chrimson/+, not Stop, velmag_tail, 36019,   0.611
chrimson/+, Short_distance_Approach, magveldiff_anglesub, 2083,    0.61
chrimson/+, Short_distance_Approach, velmag_nose, 2083,    0.61
npf/+, all frames, closestfly_anglesub, 56544,    0.61
chrimson/+, Short_distance_Approach, a_mm, 2083,   0.609
chrimson/+, all frames, flipdv_cor, 53376,   0.608
chrimson/+, Short_distance_Approach, velmag_tail, 2083,   0.607
npf/+, Short_distance_Approach, magveldiff_nose2ell, 2685,   0.607
npf/+, all frames, dv_cor, 56544,   0.607
chrimson/+, Short_distance_Approach, dphi, 2083,   0.607
npf>chrimson, not Stop, dnose2ell_angle_30tomin30, 34301,   0.607
npf>chrimson, Stop, darea, 34371,   0.606
npf/+, not Touch, phi, 17512,   0.605
chrimson/+, all frames, velmag, 53376,   0.605
chrimson/+, not Chain_hadar, area, 1211,   0.605
npf/+, Turn, dv_tail, 127105,   0.604
chrimson/+, all frames, magveldiff_nose2ell, 53376,   0.604
npf>chrimson, Stop, area, 34371,   0.604
chrimson/+, all frames, velmag_ctr, 53376,   0.603
npf/+, Turn, du_cor, 127105,   0.603
npf>chrimson, not Walk, velmag_ctr, 27384,   0.603
chrimson/+, Short_distance_Approach, decc, 2083,   0.602
npf>chrimson, Touch, a_mm, 16341,   0.602
chrimson/+, all frames, danglesub, 53376,     0.6
chrimson/+, all frames, velmag_tail, 53376,   0.599
chrimson/+, not Chain_hadar, magveldiff_anglesub, 1211,   0.599
npf>chrimson, not Chain_hadar, absphidiff_anglesub, 1055,   0.599
chrimson/+, all frames, magveldiff_anglesub, 53376,   0.596
npf>chrimson, Short_distance_Approach, dtheta, 2579,   0.596
npf/+, Long_Distance_Approach, y_mm, 14222,   0.596
npf>chrimson, not Long_Distance_Approach, absyaw, 10454,   0.596
npf>chrimson, not Social_Clustering, a_mm, 5862,   0.595
npf>chrimson, not Grooming, ynose_mm, 47321,   0.595
npf/+, Touch, du_tail, 17592,   0.595
chrimson/+, not Grooming, db, 56730,   0.595
npf>chrimson, Walk, veltoward_anglesub, 27454,   0.594
npf/+, all frames, absanglefrom1to2_nose2ell, 56544,   0.592
chrimson/+, Short_distance_Approach, db, 2083,   0.591
chrimson/+, Touch, magveldiff_anglesub, 16778,    0.59
chrimson/+, Long_Distance_Approach, du_ctr, 9843,    0.59
chrimson/+, not Walk, darea, 26648,    0.59
chrimson/+, Long_Distance_Approach, a_mm, 9843,   0.588
npf/+, all frames, dv_ctr, 56544,   0.588
chrimson/+, Long_Distance_Approach, db, 9843,   0.588
npf/+, Touch, velmag_tail, 17592,   0.588
chrimson/+, Long_Distance_Approach, x, 9843,   0.587
chrimson/+, Short_distance_Approach, du_cor, 2083,   0.587
chrimson/+, Touch, velmag_nose, 16778,   0.586
npf/+, Stop, magveldiff_nose2ell, 35151,   0.586
npf/+, Walk, decc, 28312,   0.585
chrimson/+, not Grooming, dt, 56730,   0.584
npf>chrimson, not Social_Clustering, absanglefrom1to2_nose2ell, 5862,   0.583
npf/+, not Walk, a_mm, 28232,   0.582
npf>chrimson, not Touch, veltoward_anglesub, 16271,   0.582
chrimson/+, all frames, dv_tail, 53376,   0.582
npf/+, Long_Distance_Approach, ynose_mm, 14222,   0.581
npf/+, Chase_hadar, darea, 7833,   0.581
npf>chrimson, Walk, dv_ctr, 27454,   0.581
chrimson/+, Walk, ecc, 26728,    0.58
chrimson/+, all frames, veltoward_nose2ell, 53376,    0.58
npf/+, Short_distance_Approach, a_mm, 2685,    0.58
npf>chrimson, not Grooming, dv_ctr, 47321,   0.579
npf>chrimson, Long_Distance_Approach, a_mm, 10524,   0.579
chrimson/+, Turn, flipdv_cor, 115709,   0.578
chrimson/+, Short_distance_Approach, veltoward_anglesub, 2083,   0.578
npf>chrimson, not Grooming, magveldiff_anglesub, 47321,   0.577
chrimson/+, not Long_Distance_Approach, magveldiff_nose2ell, 9763,   0.577
chrimson/+, all frames, anglesub, 53376,   0.576
chrimson/+, Stop, a_mm, 36099,   0.576
npf/+, not Walk, da, 28232,   0.575
npf>chrimson, all frames, y_mm, 54838,   0.575
npf/+, Turn, da, 127105,   0.575
chrimson/+, Long_Distance_Approach, xnose_mm, 9843,   0.574
npf>chrimson, not Grooming, y_mm, 47321,   0.573
chrimson/+, all frames, absdv_cor, 53376,   0.573
chrimson/+, all frames, veltoward_anglesub, 53376,   0.572
chrimson/+, all frames, velmag_nose, 53376,   0.572
npf>chrimson, Short_distance_Approach, dangle2wall, 2579,   0.572
chrimson/+, Short_distance_Approach, velmag_ctr, 2083,   0.572
npf/+, all frames, absthetadiff_nose2ell, 56544,   0.571
chrimson/+, Stop, da, 36099,    0.57
npf/+, Long_Distance_Approach, closestfly_anglesub, 14222,    0.57
npf/+, not Walk, absdv_cor, 28232,    0.57
chrimson/+, not Chase_hadar, flipdv_cor, 13719,   0.568
npf/+, all frames, y, 56544,   0.568
npf>chrimson, Long_Distance_Approach, ynose_mm, 10524,   0.568
chrimson/+, all frames, ddcenter, 53376,   0.568
npf>chrimson, not Stop, dnose2tail, 34301,   0.568
npf>chrimson, all frames, ynose_mm, 54838,   0.567
npf>chrimson, not Grooming, magveldiff_nose2ell, 47321,   0.566
chrimson/+, not Jump, darea, 434,   0.565
chrimson/+, all frames, du_ctr, 53376,   0.565
npf>chrimson, Walk, dt, 27454,   0.565
npf/+, Short_distance_Approach, anglefrom1to2_nose2ell, 2685,   0.565
npf>chrimson, not Stop, dnose2ell, 34301,   0.565
npf>chrimson, not Grooming, xnose_mm, 47321,   0.564
npf/+, Chain_hadar, du_cor, 1241,   0.564
chrimson/+, all frames, du_cor, 53376,   0.564
chrimson/+, all frames, du_tail, 53376,   0.564
chrimson/+, Short_distance_Approach, absphidiff_nose2ell, 2083,   0.563
npf>chrimson, all frames, timestamps, 54838,   0.563
chrimson/+, not Touch, ecc, 16698,   0.563
chrimson/+, not Touch, du_cor, 16698,   0.562
chrimson/+, not Grooming, darea, 56730,   0.562
npf>chrimson, Chase_hadar, flipdv_cor, 10294,   0.561
chrimson/+, Short_distance_Approach, velmag, 2083,   0.561
npf>chrimson, not Grooming, ddcenter, 47321,   0.561
chrimson/+, Short_distance_Approach, absdv_cor, 2083,    0.56
npf>chrimson, Long_Distance_Approach, b_mm, 10524,    0.56
npf/+, Long_Distance_Approach, darea, 14222,   0.559
npf/+, not Walk, danglesub, 28232,   0.559
chrimson/+, not Touch, ddist2wall, 16698,   0.559
npf>chrimson, Jump, nflies_close, 956,   0.558
chrimson/+, Touch, dv_ctr, 16778,   0.557
npf/+, Walk, timestamps, 28312,   0.556
npf>chrimson, Chain_hadar, darea, 1125,   0.555
npf>chrimson, not Stop, dcenter, 34301,   0.555
npf/+, not Walk, velmag, 28232,   0.555
npf>chrimson, Long_Distance_Approach, y_mm, 10524,   0.555
npf/+, all frames, anglefrom1to2_anglesub, 56544,   0.553
chrimson/+, Long_Distance_Approach, x_mm, 9843,   0.553
chrimson/+, not Walk, dt, 26648,    0.55
npf/+, not Turn, dv_cor, 127025,   0.549
npf/+, Touch, velmag_nose, 17592,   0.548
npf>chrimson, Walk, dv_tail, 27454,   0.548
npf>chrimson, not Grooming, velmag_nose, 47321,   0.547
npf>chrimson, Long_Distance_Approach, velmag_tail, 10524,   0.547
npf>chrimson, Long_Distance_Approach, db, 10524,   0.547
chrimson/+, not Turn, a_mm, 115629,   0.546
chrimson/+, Long_Distance_Approach, ddcenter, 9843,   0.546
chrimson/+, Touch, velmag_tail, 16778,   0.545
npf/+, Turn, dv_ctr, 127105,   0.545
npf>chrimson, not Stop, magveldiff_anglesub, 34301,   0.545
npf/+, not Walk, dv_tail, 28232,   0.545
npf>chrimson, Walk, velmag, 27454,   0.544
npf>chrimson, not Grooming, x_mm, 47321,   0.544
chrimson/+, not Turn, ddist2wall, 115629,   0.544
npf/+, Short_distance_Approach, b_mm, 2685,   0.543
npf>chrimson, all frames, closestfly_nose2ell_angle_min30to30, 54838,   0.542
npf/+, all frames, anglefrom1to2_nose2ell, 56544,   0.542
npf>chrimson, not Walk, absdtheta, 27384,   0.542
npf/+, Long_Distance_Approach, closestfly_ell2nose, 14222,   0.542
chrimson/+, Stop, dnose2ell_angle_min30to30, 36099,   0.541
npf/+, Chain_hadar, velmag, 1241,    0.54
npf/+, all frames, ecc, 56544,   0.539
npf>chrimson, all frames, absthetadiff_anglesub, 54838,   0.539
chrimson/+, Stop, dnose2ell_angle_min20to20, 36099,   0.538
npf>chrimson, Jump, dnose2ell_angle_min20to20, 956,   0.538
npf>chrimson, all frames, x_mm, 54838,   0.536
chrimson/+, all frames, signdtheta, 53376,   0.536
chrimson/+, Touch, du_tail, 16778,   0.535
npf/+, not Walk, dv_ctr, 28232,   0.534
npf/+, not Turn, absdtheta, 127025,   0.532
npf>chrimson, Jump, dnose2ell_angle_min30to30, 956,   0.532
chrimson/+, Stop, phi, 36099,   0.532
chrimson/+, Short_distance_Approach, flipdv_cor, 2083,   0.532
npf/+, Jump, ynose_mm, 1293,   0.531
npf>chrimson, not Touch, velmag_ctr, 16271,   0.531
npf>chrimson, Jump, closestfly_nose2ell, 956,    0.53
npf/+, not Walk, darea, 28232,   0.529
npf>chrimson, all frames, closestfly_nose2ell_angle_min20to20, 54838,   0.528
npf/+, all frames, yaw, 56544,   0.528
npf/+, Grooming, darea, 50245,   0.528
chrimson/+, not Walk, da, 26648,   0.527
chrimson/+, Short_distance_Approach, b, 2083,   0.527
npf>chrimson, all frames, xnose_mm, 54838,   0.527
npf>chrimson, Stop, absdtheta, 34371,   0.526
npf/+, not Walk, magveldiff_anglesub, 28232,   0.524
npf>chrimson, not Stop, dell2nose, 34301,   0.524
chrimson/+, Long_Distance_Approach, da, 9843,   0.523
npf>chrimson, Long_Distance_Approach, da, 10524,   0.522
npf>chrimson, Walk, ddist2wall, 27454,   0.522
npf>chrimson, not Touch, dphi, 16271,   0.522
npf>chrimson, not Walk, a_mm, 27384,   0.522
chrimson/+, all frames, absphidiff_nose2ell, 53376,   0.521
npf/+, Chain_hadar, dv_ctr, 1241,   0.521
npf/+, not Walk, b_mm, 28232,    0.52
chrimson/+, Stop, a, 36099,   0.519
npf>chrimson, not Walk, decc, 27384,   0.517
npf>chrimson, Turn, absdv_cor, 100753,   0.514
npf/+, Short_distance_Approach, ecc, 2685,   0.513
npf>chrimson, not Grooming, dv_tail, 47321,   0.513
npf/+, Short_distance_Approach, corfrac_maj, 2685,   0.511
npf>chrimson, all frames, anglefrom1to2_anglesub, 54838,   0.507
chrimson/+, all frames, b, 53376,   0.507
npf>chrimson, all frames, theta, 54838,   0.507
npf>chrimson, all frames, theta_mm, 54838,   0.507
chrimson/+, Walk, decc, 26728,   0.506
npf>chrimson, Long_Distance_Approach, xnose_mm, 10524,   0.506
npf>chrimson, not Turn, ddcenter, 100683,   0.503
chrimson/+, Walk, dv_cor, 26728,   0.502
npf/+, Short_distance_Approach, dv_cor, 2685,   0.502
chrimson/+, not Touch, absdtheta, 16698,   0.501
npf>chrimson, not Chain_hadar, db, 1055,   0.501
npf/+, Long_Distance_Approach, x_mm, 14222,   0.499
npf/+, Stop, magveldiff_anglesub, 35151,   0.499
npf/+, all frames, x, 56544,   0.498
npf/+, not Turn, velmag, 127025,   0.497
npf>chrimson, not Touch, dv_ctr, 16271,   0.497
npf/+, Grooming, area, 50245,   0.497
npf>chrimson, not Walk, velmag_tail, 27384,   0.497
npf>chrimson, Touch, ddist2wall, 16341,   0.497
chrimson/+, Short_distance_Approach, area, 2083,   0.496
npf>chrimson, Jump, x_mm, 956,   0.495
npf/+, Turn, flipdv_cor, 127105,   0.495
npf/+, Short_distance_Approach, magveldiff_anglesub, 2685,   0.495
npf>chrimson, all frames, ecc, 54838,   0.494
chrimson/+, all frames, area, 53376,   0.494
chrimson/+, all frames, darea, 53376,   0.494
npf/+, not Touch, absyaw, 17512,   0.492
chrimson/+, not Touch, velmag_ctr, 16698,   0.491
npf/+, not Social_Clustering, absdv_cor, 4627,   0.491
npf/+, Chain_hadar, veltoward_anglesub, 1241,    0.49
npf/+, Jump, y, 1293,    0.49
npf/+, not Grooming, darea, 50165,    0.49
npf>chrimson, Long_Distance_Approach, x_mm, 10524,    0.49
chrimson/+, not Chase_hadar, velmag, 13719,   0.489
chrimson/+, not Walk, signdtheta, 26648,   0.489
npf/+, not Walk, area, 28232,   0.488
chrimson/+, not Stop, dnose2tail, 36019,   0.488
npf>chrimson, all frames, closestfly_nose2ell_angle_30tomin30, 54838,   0.488
npf>chrimson, Jump, closestfly_center, 956,   0.486
chrimson/+, not Stop, dcenter, 36019,   0.486
chrimson/+, not Social_Clustering, anglefrom1to2_nose2ell, 7423,   0.485
npf/+, Touch, dv_cor, 17592,   0.485
npf/+, Long_Distance_Approach, xnose_mm, 14222,   0.484
npf/+, not Grooming, arena_r, 50165,   0.483
npf/+, not Grooming, dist2wall, 50165,   0.483
npf>chrimson, not Jump, da, 887,   0.483
